Age,G,MP,FGA,3P,3P%,2PA,FT,FT%,DRB,AST,BLK,PF,Rk,Pos,Tm,GS,FG,FG%,3PA,2P,2P%,FTA,ORB,TRB,STL,TOV,PTS
21.0,35.0,491.0,145.0,0.0,0.0,145.0,44.0,0.5429999999999999,95.0,20.0,19.0,58.0,1.0,PF,MIA,2.0,84.0,0.579,0.0,84.0,0.579,81.0,46.0,141.0,15.0,32.0,212.0
24.0,7.0,18.0,8.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,PG,MIL,0.0,1.0,0.125,2.0,1.0,0.16699999999999998,0.0,0.0,3.0,0.0,0.0,2.0
27.0,33.0,918.0,187.0,0.0,0.0,186.0,35.0,0.443,161.0,69.0,20.0,63.0,3.0,C,NOP,33.0,115.0,0.615,1.0,115.0,0.618,79.0,133.0,294.0,29.0,50.0,265.0
23.0,33.0,1119.0,419.0,2.0,0.333,413.0,160.0,0.847,241.0,179.0,34.0,80.0,4.0,C,MIA,33.0,236.0,0.563,6.0,234.0,0.5670000000000001,189.0,72.0,313.0,29.0,98.0,634.0
35.0,21.0,544.0,248.0,27.0,0.36,173.0,31.0,0.838,77.0,36.0,18.0,36.0,5.0,C,SAS,18.0,115.0,0.464,75.0,88.0,0.509,37.0,17.0,94.0,8.0,20.0,288.0
22.0,3.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,SG,PHO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,28.0,495.0,211.0,30.0,0.306,113.0,28.0,0.8,61.0,54.0,9.0,44.0,7.0,SG,NOP,3.0,86.0,0.408,98.0,56.0,0.496,35.0,5.0,66.0,28.0,32.0,230.0
25.0,23.0,551.0,164.0,46.0,0.407,51.0,34.0,0.895,57.0,50.0,3.0,30.0,8.0,SG,MEM,12.0,67.0,0.409,113.0,21.0,0.412,38.0,8.0,65.0,23.0,21.0,214.0
22.0,35.0,977.0,257.0,4.0,0.5,249.0,123.0,0.741,235.0,60.0,59.0,55.0,9.0,C,TOT,17.0,172.0,0.669,8.0,168.0,0.675,166.0,111.0,346.0,16.0,54.0,471.0
22.0,12.0,320.0,65.0,0.0,0.0,65.0,46.0,0.754,87.0,20.0,19.0,21.0,9.0,C,BRK,5.0,44.0,0.677,0.0,44.0,0.677,61.0,38.0,125.0,7.0,22.0,134.0
22.0,23.0,657.0,192.0,4.0,0.5,184.0,77.0,0.733,148.0,40.0,40.0,34.0,9.0,C,CLE,12.0,128.0,0.667,8.0,124.0,0.674,105.0,73.0,221.0,9.0,32.0,337.0
30.0,9.0,163.0,43.0,6.0,0.4,28.0,7.0,0.778,28.0,15.0,5.0,9.0,10.0,PF,ORL,6.0,17.0,0.395,15.0,11.0,0.393,9.0,9.0,37.0,8.0,10.0,47.0
27.0,30.0,829.0,306.0,46.0,0.38,185.0,64.0,0.762,155.0,105.0,21.0,54.0,11.0,PF,MEM,30.0,146.0,0.477,121.0,100.0,0.541,84.0,28.0,183.0,36.0,46.0,402.0
26.0,35.0,1189.0,661.0,39.0,0.285,524.0,240.0,0.6609999999999999,344.0,205.0,49.0,106.0,12.0,PF,MIL,35.0,368.0,0.557,137.0,329.0,0.628,363.0,64.0,408.0,44.0,128.0,1015.0
23.0,3.0,19.0,3.0,0.0,0.0,3.0,1.0,0.5,6.0,0.0,2.0,3.0,13.0,PF,LAL,0.0,1.0,0.333,0.0,1.0,0.333,2.0,2.0,8.0,1.0,5.0,3.0
28.0,26.0,227.0,43.0,2.0,0.222,34.0,6.0,0.462,29.0,18.0,6.0,33.0,14.0,SF,MIL,0.0,26.0,0.605,9.0,24.0,0.706,13.0,26.0,55.0,8.0,19.0,60.0
36.0,34.0,870.0,402.0,60.0,0.387,247.0,80.0,0.8420000000000001,94.0,50.0,27.0,72.0,15.0,PF,POR,3.0,166.0,0.413,155.0,106.0,0.429,95.0,19.0,113.0,31.0,35.0,472.0
20.0,25.0,667.0,269.0,27.0,0.325,186.0,46.0,0.836,91.0,94.0,11.0,51.0,16.0,PG,ORL,17.0,101.0,0.375,83.0,74.0,0.398,55.0,20.0,111.0,17.0,51.0,275.0
23.0,23.0,769.0,238.0,49.0,0.395,114.0,40.0,0.755,99.0,38.0,17.0,64.0,17.0,SF,TOR,23.0,114.0,0.479,124.0,65.0,0.57,53.0,33.0,132.0,37.0,38.0,317.0
26.0,18.0,198.0,50.0,11.0,0.344,18.0,8.0,0.889,31.0,23.0,0.0,16.0,18.0,PG,CHI,0.0,21.0,0.42,32.0,10.0,0.556,9.0,2.0,33.0,5.0,4.0,61.0
33.0,34.0,664.0,183.0,45.0,0.366,60.0,35.0,0.897,35.0,103.0,1.0,27.0,19.0,PG,MIL,6.0,64.0,0.35,123.0,19.0,0.317,39.0,11.0,46.0,19.0,30.0,208.0
20.0,30.0,646.0,157.0,31.0,0.35600000000000004,70.0,11.0,0.579,127.0,39.0,6.0,75.0,20.0,SF,WAS,16.0,68.0,0.433,87.0,37.0,0.529,19.0,13.0,140.0,20.0,24.0,178.0
22.0,35.0,1088.0,367.0,4.0,0.235,350.0,66.0,0.75,282.0,59.0,38.0,110.0,21.0,C,PHO,35.0,218.0,0.594,17.0,214.0,0.611,88.0,118.0,400.0,11.0,61.0,506.0
21.0,12.0,49.0,7.0,0.0,0.0,7.0,4.0,0.667,9.0,0.0,4.0,8.0,22.0,C,UTA,0.0,4.0,0.5710000000000001,0.0,4.0,0.5710000000000001,6.0,4.0,13.0,1.0,3.0,12.0
25.0,36.0,886.0,329.0,34.0,0.333,227.0,57.0,0.826,91.0,35.0,3.0,57.0,23.0,SG,ORL,23.0,136.0,0.413,102.0,102.0,0.449,69.0,12.0,103.0,23.0,26.0,363.0
21.0,34.0,888.0,390.0,34.0,0.37,298.0,54.0,0.529,175.0,33.0,16.0,82.0,24.0,PF,SAC,34.0,195.0,0.5,92.0,161.0,0.54,102.0,83.0,258.0,18.0,47.0,478.0
19.0,35.0,1010.0,448.0,70.0,0.378,263.0,81.0,0.802,160.0,221.0,13.0,95.0,25.0,PG,CHO,15.0,201.0,0.449,185.0,131.0,0.498,101.0,51.0,211.0,57.0,99.0,553.0
23.0,33.0,1048.0,409.0,99.0,0.387,153.0,31.0,0.775,117.0,168.0,18.0,71.0,26.0,PG,NOP,33.0,175.0,0.428,256.0,76.0,0.4970000000000001,40.0,20.0,137.0,43.0,66.0,480.0
22.0,17.0,161.0,67.0,7.0,0.368,48.0,4.0,0.667,46.0,4.0,13.0,21.0,27.0,C,ORL,0.0,35.0,0.522,19.0,28.0,0.583,6.0,19.0,65.0,3.0,7.0,81.0
22.0,28.0,639.0,209.0,47.0,0.443,103.0,21.0,0.875,68.0,38.0,4.0,54.0,28.0,SG,MEM,6.0,100.0,0.478,106.0,53.0,0.515,24.0,12.0,80.0,20.0,29.0,268.0
28.0,33.0,1179.0,374.0,56.0,0.392,231.0,128.0,0.826,167.0,118.0,6.0,43.0,29.0,PF,SAC,33.0,184.0,0.4920000000000001,143.0,128.0,0.5539999999999999,155.0,33.0,200.0,26.0,47.0,552.0
20.0,37.0,1227.0,526.0,43.0,0.35,403.0,103.0,0.73,176.0,109.0,8.0,96.0,30.0,SG,NYK,37.0,233.0,0.443,123.0,190.0,0.471,141.0,45.0,221.0,24.0,70.0,612.0
30.0,33.0,986.0,335.0,50.0,0.388,206.0,37.0,0.755,116.0,102.0,14.0,54.0,31.0,SF,DEN,29.0,148.0,0.442,129.0,98.0,0.476,49.0,19.0,135.0,25.0,55.0,383.0
25.0,13.0,107.0,31.0,5.0,0.35700000000000004,17.0,7.0,0.875,14.0,7.0,1.0,5.0,32.0,SF,SAS,0.0,11.0,0.355,14.0,6.0,0.353,8.0,5.0,19.0,6.0,1.0,34.0
32.0,35.0,1031.0,229.0,68.0,0.439,74.0,30.0,0.833,137.0,84.0,13.0,59.0,33.0,SF,LAC,35.0,108.0,0.472,155.0,40.0,0.541,36.0,30.0,167.0,42.0,26.0,314.0
34.0,33.0,649.0,200.0,17.0,0.243,130.0,15.0,0.75,125.0,35.0,11.0,80.0,34.0,C,TOR,26.0,88.0,0.44,70.0,71.0,0.546,20.0,54.0,179.0,10.0,30.0,208.0
31.0,35.0,587.0,175.0,39.0,0.438,86.0,24.0,0.75,91.0,56.0,19.0,77.0,35.0,SF,GSW,1.0,84.0,0.48,89.0,45.0,0.523,32.0,14.0,105.0,30.0,38.0,231.0
20.0,36.0,1104.0,403.0,54.0,0.29,217.0,57.0,0.7040000000000001,248.0,54.0,23.0,31.0,36.0,PF,OKC,36.0,158.0,0.392,186.0,104.0,0.479,81.0,22.0,270.0,18.0,63.0,427.0
27.0,32.0,1143.0,764.0,74.0,0.335,543.0,243.0,0.903,131.0,151.0,14.0,82.0,37.0,SG,WAS,32.0,368.0,0.482,221.0,294.0,0.541,269.0,43.0,174.0,44.0,105.0,1053.0
24.0,33.0,1093.0,550.0,116.0,0.406,264.0,61.0,0.847,126.0,81.0,6.0,54.0,38.0,SG,MIN,32.0,250.0,0.455,286.0,134.0,0.508,72.0,27.0,153.0,27.0,54.0,677.0
26.0,3.0,50.0,15.0,0.0,0.0,13.0,0.0,0.0,11.0,5.0,3.0,4.0,39.0,C,WAS,1.0,5.0,0.333,2.0,5.0,0.385,0.0,5.0,16.0,1.0,3.0,10.0
26.0,27.0,443.0,86.0,8.0,0.364,64.0,14.0,0.7,43.0,53.0,8.0,44.0,40.0,SF,TOR,5.0,49.0,0.57,22.0,41.0,0.6409999999999999,20.0,11.0,54.0,15.0,27.0,120.0
28.0,30.0,783.0,258.0,88.0,0.384,29.0,58.0,0.853,80.0,28.0,7.0,75.0,41.0,PF,WAS,3.0,100.0,0.388,229.0,12.0,0.414,68.0,14.0,94.0,19.0,18.0,346.0
32.0,28.0,678.0,177.0,49.0,0.422,61.0,31.0,0.795,80.0,60.0,22.0,90.0,42.0,PG,LAC,28.0,79.0,0.446,116.0,30.0,0.4920000000000001,39.0,27.0,107.0,25.0,27.0,238.0
21.0,34.0,778.0,264.0,72.0,0.393,81.0,48.0,0.857,115.0,39.0,1.0,54.0,43.0,SF,DET,17.0,108.0,0.409,183.0,36.0,0.444,56.0,18.0,133.0,21.0,23.0,336.0
22.0,4.0,13.0,5.0,0.0,0.0,5.0,2.0,0.5,1.0,0.0,1.0,2.0,44.0,SF,DAL,0.0,2.0,0.4,0.0,2.0,0.4,4.0,2.0,3.0,0.0,0.0,6.0
28.0,35.0,703.0,153.0,4.0,0.308,140.0,51.0,0.7390000000000001,97.0,37.0,25.0,54.0,45.0,C,ORL,1.0,76.0,0.4970000000000001,13.0,72.0,0.514,69.0,90.0,187.0,21.0,19.0,207.0
21.0,16.0,148.0,47.0,2.0,0.133,32.0,10.0,0.769,21.0,4.0,15.0,26.0,46.0,C,IND,0.0,24.0,0.511,15.0,22.0,0.688,13.0,11.0,32.0,3.0,8.0,60.0
28.0,33.0,736.0,137.0,0.0,0.0,136.0,29.0,0.483,113.0,48.0,38.0,81.0,47.0,C,CHO,19.0,78.0,0.569,1.0,78.0,0.574,60.0,71.0,184.0,9.0,30.0,185.0
32.0,19.0,342.0,120.0,15.0,0.333,75.0,30.0,0.789,60.0,42.0,2.0,36.0,48.0,PF,SAC,1.0,58.0,0.483,45.0,43.0,0.573,38.0,20.0,80.0,6.0,24.0,161.0
31.0,35.0,1038.0,363.0,69.0,0.385,184.0,55.0,0.679,108.0,134.0,10.0,54.0,49.0,SG,NOP,34.0,158.0,0.435,179.0,89.0,0.484,81.0,16.0,124.0,28.0,56.0,440.0
25.0,9.0,47.0,11.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,4.0,50.0,SF,POR,0.0,2.0,0.182,4.0,2.0,0.28600000000000003,0.0,0.0,2.0,2.0,3.0,4.0
28.0,11.0,249.0,91.0,23.0,0.343,24.0,10.0,0.909,36.0,24.0,2.0,21.0,51.0,SG,ATL,2.0,35.0,0.385,67.0,12.0,0.5,11.0,2.0,38.0,4.0,13.0,103.0
31.0,36.0,1102.0,435.0,98.0,0.405,193.0,92.0,0.852,122.0,70.0,2.0,59.0,52.0,SF,UTA,36.0,188.0,0.4320000000000001,242.0,90.0,0.466,108.0,18.0,140.0,18.0,51.0,566.0
21.0,15.0,84.0,22.0,5.0,0.5,12.0,1.0,0.5,11.0,4.0,5.0,9.0,53.0,PF,DEN,2.0,11.0,0.5,10.0,6.0,0.5,2.0,0.0,11.0,2.0,8.0,28.0
22.0,6.0,29.0,3.0,0.0,0.0,3.0,5.0,0.625,3.0,0.0,2.0,0.0,54.0,C,CLE,0.0,1.0,0.333,0.0,1.0,0.333,8.0,3.0,6.0,2.0,2.0,7.0
23.0,14.0,196.0,54.0,10.0,0.312,22.0,0.0,0.0,20.0,18.0,0.0,11.0,55.0,PG,ORL,0.0,23.0,0.426,32.0,13.0,0.591,0.0,4.0,24.0,2.0,3.0,56.0
21.0,22.0,271.0,45.0,10.0,0.345,16.0,3.0,0.75,35.0,13.0,5.0,33.0,56.0,SF,WAS,7.0,17.0,0.378,29.0,7.0,0.438,4.0,9.0,44.0,6.0,9.0,47.0
24.0,31.0,1050.0,573.0,63.0,0.362,399.0,141.0,0.8390000000000001,107.0,137.0,8.0,93.0,57.0,SG,PHO,31.0,284.0,0.496,174.0,221.0,0.5539999999999999,168.0,6.0,113.0,28.0,103.0,772.0
28.0,36.0,851.0,322.0,61.0,0.445,185.0,85.0,0.759,167.0,36.0,69.0,98.0,58.0,C,TOR,2.0,172.0,0.534,137.0,111.0,0.6,112.0,67.0,234.0,20.0,26.0,490.0
22.0,1.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,59.0,SF,IND,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,3.0
30.0,10.0,211.0,66.0,16.0,0.421,28.0,7.0,0.778,16.0,14.0,1.0,26.0,60.0,SG,MIA,1.0,31.0,0.47,38.0,15.0,0.536,9.0,2.0,18.0,7.0,9.0,85.0
23.0,12.0,127.0,39.0,0.0,0.0,38.0,3.0,0.6,29.0,6.0,7.0,11.0,61.0,C,PHI,1.0,22.0,0.564,1.0,22.0,0.579,5.0,21.0,50.0,3.0,1.0,47.0
24.0,10.0,28.0,10.0,3.0,0.429,3.0,0.0,0.0,5.0,0.0,1.0,4.0,62.0,PF,UTA,0.0,4.0,0.4,7.0,1.0,0.333,0.0,2.0,7.0,1.0,1.0,11.0
22.0,4.0,7.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,63.0,SF,NYK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0
24.0,35.0,1131.0,328.0,66.0,0.42,171.0,69.0,0.841,130.0,77.0,33.0,56.0,64.0,SF,PHO,35.0,172.0,0.524,157.0,106.0,0.62,82.0,47.0,177.0,25.0,27.0,479.0
22.0,35.0,937.0,269.0,46.0,0.383,149.0,41.0,0.932,155.0,73.0,25.0,83.0,65.0,PF,CHO,2.0,132.0,0.491,120.0,86.0,0.5770000000000001,44.0,45.0,200.0,25.0,60.0,351.0
28.0,34.0,1211.0,617.0,82.0,0.378,400.0,87.0,0.897,131.0,212.0,8.0,64.0,66.0,PG,IND,34.0,276.0,0.447,217.0,194.0,0.485,97.0,27.0,158.0,40.0,71.0,721.0
25.0,29.0,846.0,444.0,54.0,0.32,275.0,55.0,0.833,63.0,76.0,14.0,95.0,67.0,SF,MEM,29.0,176.0,0.396,169.0,122.0,0.444,66.0,28.0,91.0,41.0,59.0,461.0
24.0,33.0,698.0,200.0,9.0,0.273,167.0,38.0,0.7170000000000001,103.0,46.0,10.0,69.0,68.0,PG,BRK,20.0,118.0,0.59,33.0,109.0,0.653,53.0,51.0,154.0,26.0,26.0,283.0
24.0,33.0,1115.0,616.0,76.0,0.388,420.0,129.0,0.772,147.0,129.0,16.0,96.0,69.0,SG,BOS,33.0,305.0,0.495,196.0,229.0,0.545,167.0,37.0,184.0,36.0,93.0,815.0
21.0,7.0,31.0,10.0,0.0,0.0,10.0,7.0,0.5,11.0,3.0,4.0,4.0,70.0,C,OKC,0.0,7.0,0.7,0.0,7.0,0.7,14.0,4.0,15.0,1.0,1.0,21.0
25.0,32.0,713.0,196.0,51.0,0.402,69.0,14.0,0.933,112.0,55.0,7.0,64.0,71.0,SG,HOU,2.0,86.0,0.439,127.0,35.0,0.507,15.0,22.0,134.0,31.0,25.0,237.0
21.0,17.0,231.0,71.0,11.0,0.289,33.0,7.0,0.583,43.0,13.0,2.0,25.0,72.0,SF,WAS,0.0,26.0,0.366,38.0,15.0,0.455,12.0,8.0,51.0,2.0,12.0,70.0
24.0,30.0,748.0,262.0,39.0,0.402,165.0,64.0,0.853,99.0,101.0,0.0,45.0,73.0,PG,DAL,7.0,139.0,0.531,97.0,100.0,0.606,75.0,6.0,105.0,16.0,38.0,381.0
23.0,10.0,271.0,91.0,9.0,0.429,70.0,16.0,0.667,43.0,15.0,8.0,31.0,74.0,C,WAS,10.0,59.0,0.648,21.0,50.0,0.7140000000000001,24.0,18.0,61.0,4.0,11.0,143.0
29.0,32.0,841.0,244.0,55.0,0.3720000000000001,96.0,20.0,0.833,99.0,42.0,7.0,69.0,75.0,SF,NYK,32.0,99.0,0.406,148.0,44.0,0.458,24.0,10.0,109.0,20.0,23.0,273.0
28.0,33.0,537.0,205.0,41.0,0.394,101.0,27.0,0.871,30.0,53.0,2.0,41.0,76.0,PG,DAL,0.0,92.0,0.449,104.0,51.0,0.505,31.0,4.0,34.0,22.0,19.0,252.0
29.0,25.0,617.0,227.0,47.0,0.402,110.0,47.0,0.8390000000000001,96.0,51.0,5.0,48.0,77.0,SG,NYK,3.0,92.0,0.405,117.0,45.0,0.409,56.0,12.0,108.0,18.0,27.0,278.0
31.0,22.0,729.0,315.0,8.0,0.235,281.0,158.0,0.863,122.0,172.0,8.0,26.0,78.0,SF,MIA,22.0,143.0,0.454,34.0,135.0,0.48,183.0,44.0,166.0,42.0,51.0,452.0
25.0,6.0,36.0,17.0,0.0,0.0,12.0,1.0,0.5,11.0,1.0,2.0,6.0,79.0,PF,HOU,0.0,8.0,0.471,5.0,8.0,0.667,2.0,3.0,14.0,0.0,4.0,17.0
24.0,4.0,17.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,80.0,PF,LAL,0.0,4.0,1.0,0.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,8.0
27.0,33.0,863.0,224.0,51.0,0.402,97.0,39.0,0.848,63.0,47.0,9.0,55.0,81.0,SG,LAL,33.0,98.0,0.438,127.0,47.0,0.485,46.0,15.0,78.0,26.0,34.0,286.0
29.0,30.0,488.0,126.0,33.0,0.379,39.0,30.0,0.8109999999999999,26.0,62.0,7.0,57.0,82.0,PG,DEN,1.0,51.0,0.405,87.0,18.0,0.462,37.0,5.0,31.0,29.0,25.0,165.0
23.0,20.0,122.0,28.0,3.0,0.214,14.0,5.0,0.833,23.0,6.0,2.0,11.0,83.0,PF,DEN,0.0,11.0,0.393,14.0,8.0,0.5710000000000001,6.0,4.0,27.0,7.0,9.0,30.0
26.0,32.0,949.0,353.0,0.0,0.0,353.0,55.0,0.55,294.0,29.0,71.0,73.0,84.0,C,ATL,32.0,208.0,0.589,0.0,208.0,0.589,100.0,159.0,453.0,24.0,46.0,471.0
19.0,3.0,6.0,3.0,0.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,85.0,C,CHO,0.0,1.0,0.333,1.0,1.0,0.5,2.0,2.0,3.0,0.0,0.0,3.0
25.0,29.0,289.0,84.0,17.0,0.298,27.0,2.0,1.0,34.0,35.0,7.0,31.0,86.0,PG,PHO,0.0,30.0,0.35700000000000004,57.0,13.0,0.481,2.0,3.0,37.0,13.0,5.0,79.0
21.0,23.0,618.0,198.0,7.0,0.35,178.0,63.0,0.733,131.0,52.0,19.0,74.0,87.0,C,CHI,23.0,106.0,0.535,20.0,99.0,0.556,86.0,48.0,179.0,16.0,43.0,282.0
29.0,17.0,450.0,144.0,8.0,0.258,113.0,29.0,0.763,55.0,70.0,9.0,50.0,88.0,SG,ORL,12.0,58.0,0.403,31.0,50.0,0.442,38.0,27.0,82.0,10.0,32.0,153.0
26.0,29.0,577.0,145.0,28.0,0.4,75.0,16.0,0.696,63.0,70.0,6.0,51.0,89.0,PG,LAL,0.0,62.0,0.428,70.0,34.0,0.453,23.0,17.0,80.0,30.0,32.0,168.0
27.0,31.0,537.0,112.0,1.0,0.16699999999999998,106.0,31.0,0.6459999999999999,101.0,24.0,23.0,73.0,90.0,C,DAL,10.0,70.0,0.625,6.0,69.0,0.6509999999999999,48.0,39.0,140.0,10.0,16.0,172.0
25.0,15.0,136.0,47.0,9.0,0.391,24.0,10.0,0.769,13.0,36.0,4.0,11.0,91.0,PG,BRK,0.0,17.0,0.362,23.0,8.0,0.333,13.0,3.0,16.0,4.0,10.0,53.0
23.0,2.0,27.0,14.0,1.0,0.2,9.0,2.0,0.5,10.0,2.0,2.0,3.0,92.0,PF,GSW,0.0,5.0,0.35700000000000004,5.0,4.0,0.444,4.0,3.0,13.0,0.0,2.0,13.0
26.0,30.0,572.0,112.0,26.0,0.274,17.0,8.0,0.889,66.0,25.0,6.0,31.0,93.0,SF,ORL,11.0,33.0,0.295,95.0,7.0,0.412,9.0,29.0,95.0,11.0,15.0,100.0
24.0,27.0,726.0,272.0,15.0,0.326,226.0,35.0,0.66,111.0,43.0,17.0,43.0,94.0,PF,MEM,16.0,140.0,0.515,46.0,125.0,0.5529999999999999,53.0,44.0,155.0,33.0,16.0,330.0
28.0,36.0,937.0,530.0,114.0,0.37,222.0,58.0,0.967,113.0,82.0,7.0,54.0,95.0,SG,UTA,0.0,237.0,0.447,308.0,123.0,0.5539999999999999,60.0,31.0,144.0,34.0,62.0,646.0
21.0,5.0,76.0,29.0,0.0,0.0,28.0,10.0,0.7140000000000001,13.0,5.0,7.0,8.0,96.0,C,BRK,0.0,20.0,0.69,1.0,20.0,0.7140000000000001,14.0,4.0,17.0,5.0,2.0,50.0
23.0,20.0,154.0,40.0,11.0,0.524,19.0,3.0,0.333,12.0,8.0,0.0,11.0,97.0,SG,LAC,0.0,21.0,0.525,21.0,10.0,0.526,9.0,3.0,15.0,4.0,8.0,56.0
23.0,36.0,1104.0,470.0,50.0,0.388,341.0,93.0,0.853,198.0,52.0,35.0,118.0,98.0,PF,ATL,36.0,252.0,0.536,129.0,202.0,0.5920000000000001,109.0,76.0,274.0,16.0,48.0,647.0
33.0,29.0,853.0,363.0,81.0,0.422,171.0,63.0,0.8290000000000001,73.0,164.0,3.0,56.0,99.0,PG,UTA,29.0,161.0,0.444,192.0,80.0,0.468,76.0,28.0,101.0,42.0,54.0,466.0
28.0,33.0,697.0,176.0,46.0,0.393,59.0,14.0,0.8240000000000001,110.0,46.0,15.0,52.0,100.0,SG,MIL,0.0,78.0,0.443,117.0,32.0,0.542,17.0,31.0,141.0,22.0,12.0,216.0
